"","day_num","max_temp","num_collisions"
"3886","5",44.1,682
"3887","6",36,623
"3888","1",71.1,707
"3889","6",54,355
"3890","7",36,409
"3891","1",60.1,621
"3896","5",46,760
"3899","5",48,648
"3902","2",46,630
"3907","3",54,555
"3908","5",53.1,772
"3909","5",62.1,759
"3910","2",44.1,469
"3911","3",43,689
"3912","1",48.9,519
"3913","3",34,461
"3914","1",57,593
"3915","6",36,538
"3917","2",45,465
"3918","7",61,518
"3919","5",55,680
"3920","4",35.1,428
"3921","4",48.9,700
"3922","4",60.1,668
"3924","2",54,618
"3925","6",23,565
"3926","1",66.9,637
"3927","1",46,665
"3928","5",54,448
"3929","6",50,565
"3930","3",45,637
"3933","3",39,552
"3935","1",54,411
"3936","6",37.9,505
"3940","2",46.4,354
"3941","4",45,607
"3942","6",46.9,554
"3944","2",62.6,699
"3945","7",50,365
"3946","1",43,566
"3947","7",39,513
"3950","4",39.9,599
"3952","4",46.9,414
"3953","2",39,539
"3954","7",46.9,482
"3955","4",71.1,603
"3957","1",48.9,791
"3959","2",32,703
"3960","7",41,456
"3961","1",41,725
"3962","5",39.9,476
"3965","2",57,530
"3966","3",60.1,546
"3967","7",57.9,521
"3970","2",44.1,443
"3972","6",44.6,442
"3973","3",57.9,578
"3975","2",50,687
"3977","7",55,394
"3978","7",50,544
"3980","3",28,577
"3981","5",59,767
"3982","2",57.9,667
"3983","2",61,704
"3984","5",35.1,695
"3987","7",71.1,505
"3988","3",37,701
"3990","5",50,446
"3992","7",48,469
"3994","6",55.9,577
"3995","1",64.9,644
"3997","1",57.9,619
"3998","3",53.1,519
"3999","4",59,693
"4000","6",55,475
"4001","7",43,500
"4002","2",64,515
"4003","5",33.1,698
"4005","4",46,606
"4006","7",46,439
"4008","5",48.9,692
"4009","5",34,792
"4010","2",64,746
"4011","1",50,394
"4012","3",68,673
"4013","6",61,395
"4015","5",50,563
"4016","2",55,657
"4017","6",39,661
"4018","2",59,578
"4019","5",45,673
"4020","1",54,612
"4022","3",46.4,569
"4024","6",43,555
"4025","6",42.1,567
"4027","5",37.9,687
"4028","5",21.9,598
"4029","4",57,623
"4030","7",21.9,462
"4031","1",48,476
"4033","3",57.9,514
"4035","2",37,700
"4036","6",44.1,465
"4038","5",42.1,652
"4039","2",60.1,569
"4040","7",46.9,500
"4044","4",33.1,648
"4047","2",37,620
"4048","3",42.1,649
"4050","4",24.1,609
"4051","1",37.4,482
"4052","1",39,639
"4053","1",37,722
"4054","2",46,533
"4055","3",37,605
"4056","2",46.4,732
"4057","6",63,594
"4058","2",54,645
"4060","7",43,409
"4061","6",34,690
"4062","1",61,490
"4063","4",42.1,597
"4064","3",36,701
"4068","3",55,700
"4069","4",57.9,734
"4070","4",39.9,669
"4073","1",39.9,640
"4074","5",54,690
"4075","6",50,566
"4076","6",57,624
"4077","3",61,651
"4080","7",42.1,408
"4083","6",46.9,592
"4084","5",46,583
"4085","4",54,621
"4086","2",44.1,611
"4087","7",39.9,450
"4089","1",39,580
"4090","2",37.9,543
"4091","6",44.1,594
"4093","4",44.6,606
"4096","2",68,755
"4097","5",39.9,701
"4098","4",42.1,749
"4099","7",55.9,503
"4100","1",42.1,579
"4103","6",45,480
"4104","4",36,699
"4105","3",48,590
"4106","5",55.9,751
"4108","1",50,649
"4109","3",50,709
"4110","3",39.2,531
"4113","5",41,557
"4114","1",41,518
"4117","7",50,493
"4118","2",42.1,645
"4119","6",45,542
"4121","7",44.6,411
"4122","4",52,525
